일시,지점,일최저체감온도,일최고기온,일평균기온,일최저기온,일평균상대습도,일평균풍속,일최대풍속,한파특보,한파영향예보,동파가능지수3h
2021-01-13,양평(202),-5.4,7.9,2.4,-3.4,82.5,1.2,3.5,X, ,낮음
2021-01-13,이천(203),-6.2,8.5,1.5,-4.4,87.1,1,3.3,X, ,낮음
2021-01-13,인제(211),-8.5,6.5,2.4,-5.4,71,2.7,5.2,X, ,낮음
2021-01-13,홍천(212),-8.4,6.7,0.8,-6.5,80.3,1,3.2,X, ,보통
2021-01-13,태백(216),-7.5,4.5,1.1,-3.5,59.8,2.7,5,X, ,낮음
2021-01-13,정선군(217),-8.7,6.1,1.5,-4.3,68.5,3.4,8.4,X, ,낮음
2021-01-13,제천(221),-9.9,7.4,0.5,-8.9,77.6,1.3,4.2,X, ,낮음
2021-01-13,보은(226),-4.7,9.6,1.7,-5.4,83.3,0.8,4.1,X, ,낮음
2021-01-13,천안(232),-7.4,9.1,2.1,-6.1,82.3,1.2,4.1,X, ,낮음
2021-01-13,보령(235),-3.8,8.7,3.5,-3.1,80.5,1.9,5.5,X, ,낮음
2021-01-13,부여(236),-4.9,9.5,0.4,-6.1,89.3,0.6,4.1,X, ,낮음
2021-01-13,금산(238),-8.2,10.2,2.8,-6.8,74.8,1.5,4,X, ,낮음
2021-01-13,세종(239),-5.7,9.3,2.6,-5,79.4,1.1,3.5,X, ,낮음
2021-01-13,부안(243),-4,9.3,4.4,-0.9,76.3,1.7,4.5,X, ,낮음
2021-01-13,임실(244),-8.7,9.1,0.6,-7.3,81.1,0.8,3.5,X, ,낮음
2021-01-13,정읍(245),-2.7,9.6,4.6,-0.9,65.8,2.1,4.8,X, ,낮음
2021-01-13,남원(247),-8.9,10.3,2,-6.1,74.6,1.2,4.4,X, ,낮음
2021-01-13,장수(248),-6.9,7,2.6,-5,73,2.3,5.3,X, ,낮음
2021-01-13,영광군(252),-4.1,10.1,4.2,-1.8,72.9,1.5,4.3,X, ,낮음
2021-01-13,김해시(253),-4.9,11.5,4.7,-3,57.6,2.1,7.2,X, ,낮음
2021-01-13,순창군(254),-11.2,9.6,1.3,-7.5,80.8,1,5.7,X, ,낮음
2021-01-13,양산시(257),-7.6,12.4,3.9,-5.4,68.1,2.3,6.7,X, ,낮음
2021-01-13,강진군(259),-6.2,12.9,2.9,-4.4,75.4,1.6,7.2,X, ,낮음
2021-01-13,장흥(260),-6.7,12.9,2.4,-6.3,76,0.9,4.4,X, ,낮음
2021-01-13,해남(261),-7.1,12.2,2.2,-5.3,79.9,1.7,7.2,X, ,낮음
2021-01-13,고흥(262),-6.2,12.2,4.2,-5.7,70.5,1,4.9,X, ,낮음
2021-01-13,의령군(263),-10.1,12.5,2.1,-7.4,65.9,2.1,7.5,X, ,낮음
2021-01-13,함양군(264),-6.7,11.4,4.2,-4.7,62.9,1.9,6.4,X, ,낮음
2021-01-13,진도군ASOS(268),-1.2,12.3,5,-1.2,77.6,1.9,6.6,X, ,낮음
2021-01-13,봉화(271),-7.4,5.9,0.9,-4.6,71.1,1.3,4.1,X, ,보통
2021-01-13,영주(272),-7.6,8.6,2.6,-4.6,67,2,5.9,X, ,보통
2021-01-13,문경(273),-7,9.7,2.5,-5.1,72.6,1.9,5.9,X, ,낮음
2021-01-13,청송군(276),-10,9.3,1.4,-8.1,61.5,1.6,6.3,X, ,낮음
2021-01-13,영덕(277),-6.2,11,5.4,-3.3,52.6,2.6,6.1,X, ,낮음
2021-01-13,의성(278),-8.7,10.3,-0.5,-9.2,69.3,0.6,4.1,X, ,낮음
2021-01-13,구미(279),-7,10.9,3.8,-4.9,58.4,0.6,2.5,X, ,낮음
2021-01-13,영천(281),-10.6,10.7,1.2,-8.4,60.1,1.3,4.6,X, ,낮음
2021-01-13,경주시(283),-12,11.3,1.6,-8.4,58.5,2.5,7,X, ,낮음
2021-01-13,거창(284),-5.8,10.7,3.6,-5.2,63.5,1.7,4.6,X, ,낮음
2021-01-13,합천(285),-6.2,12.4,2.3,-5.1,66.8,0.8,3.7,X, ,낮음
2021-01-13,밀양(288),-7.5,11.6,1.3,-7.1,62.9,0.7,3.8,X, ,낮음
2021-01-13,산청(289),-8.1,11.9,2.4,-4.8,61,0.9,4.2,X, ,낮음
2021-01-13,거제(294),-0.9,11.4,7.2,0.2,57.3,2.2,4.9,X, ,낮음
2021-01-13,남해(295),-3,11.7,5.4,-2.1,64.6,1.1,3.7,X, ,낮음
2021-01-13,부천(433),-4.5,7.5,2.1,-3.6,,0.7,2.5,X, ,낮음
2021-01-13,안양(434),-3.1,8.2,3.3,-1.9,,1.9,4.6,X, ,낮음
2021-01-13,광명(437),-3.7,8.3,3.3,-1.2,,1.5,3.6,X, ,낮음
2021-01-13,군포(438),-4.4,8,2.3,-3.2,,1.6,4,X, ,낮음
2021-01-13,김포(441),-5.7,8.6,2.5,-1.9,,2.1,4.3,X, ,낮음
2021-01-13,하남(444),-6.1,7.9,1.6,-4.1,,0.5,2,X, ,낮음
2021-01-13,의왕(445),-5.4,7.2,0.7,-5.2,,0.8,3,X, ,낮음
2021-01-13,포천(504),-13.7,6.9,-1.4,-11.7,84,2,5.8,X, ,보통
2021-01-13,가평조종(505),-10.1,6.3,-0.7,-8.4,82,1.1,4.2,X, ,보통
2021-01-13,안성(516),-8.6,9.9,1.2,-7.2,81,1.7,7.3,X, ,낮음
2021-01-13,간성(517),-5.5,9.1,5.4,-3.2,45,2.2,5.4,X, ,낮음
2021-01-13,평창(526),-8.2,7.1,-0.1,-6.6,71,1.1,5.1,X, ,낮음
2021-01-13,의정부(532),-6.2,7.8,1,-5.2,91,1,3.3,X, ,보통
2021-01-13,횡성(536),-11.5,7.6,-0.1,-9.7,83,1.6,5.6,X, ,낮음
2021-01-13,고양(540),-6.5,8.9,2.1,-3.7,78,1.7,3.4,X, ,낮음
2021-01-13,남양주(541),-10.7,8.5,0.4,-8,80,1.1,3.4,X, ,보통
2021-01-13,안산(545),-8.7,9.2,0.5,-8.6,88,0.7,3,X, ,낮음
2021-01-13,경기광주(546),-8.2,7.7,0.5,-5.2,85,1.5,5.3,X, ,낮음
2021-01-13,여주(548),-9.1,8.2,1.7,-7.4,84,0.8,2.9,X, ,보통
2021-01-13,용인(549),-8.7,9,0.8,-7.7,81,1.3,4.9,X, ,낮음
2021-01-13,오산(550),-5.9,9,1.8,-5.5,75,1.1,3.8,X, ,낮음
2021-01-13,평택(551),-7.5,9.9,3.3,-4.1,79,2.3,5,X, ,낮음
2021-01-13,화천(555),-11,6.8,-0.9,-9.3,86,0.8,3.7,X, ,보통
2021-01-13,양구(556),-12.9,6.2,-1.3,-10.8,,1.9,6.5,X, ,보통
2021-01-13,시흥(565),-10,8.5,0.6,-8.7,80,1.7,4.4,X, ,낮음
2021-01-13,구리(569),-7.5,8.4,1.7,-4.7,76,1.5,3.9,X, ,낮음
2021-01-13,화성(571),-4.6,8.9,2.2,-2.1,75,1.4,4.3,X, ,낮음
2021-01-13,성남(572),-7.3,8.6,1,-6.4,75,0.7,2.9,X, ,낮음
2021-01-13,과천(590),-9.8,8.4,1.3,-7.5,78,1.7,4.6,X, ,낮음
2021-01-13,양주(598),-8.1,7.6,-0.5,-6.9,85,1.4,5,X, ,보통
2021-01-13,단양(601),-7.4,9.2,2.6,-5.2,72,1,3,X, ,낮음
2021-01-13,진천(602),-7.7,9.4,2.5,-6.7,78,2,6.3,X, ,낮음
2021-01-13,괴산(603),-10.1,9,1.3,-9.8,73,1.7,5.1,X, ,낮음
2021-01-13,옥천(604),-7.3,10.4,2.3,-7.5,74,1.3,5.1,X, ,낮음
2021-01-13,홍북(608),-5.9,8.9,2.6,-3,89,1.6,4.2,X, ,낮음
2021-01-13,공주(612),-6.7,9.1,0.9,-6.5,85,1,3,X, ,낮음
2021-01-13,서천(614),-10.5,9.3,0.7,-10,85,1.2,5.2,X, ,낮음
2021-01-13,논산(615),-1.2,10,1.3,-6.5,80,,4.1,X, ,낮음
2021-01-13,당진(616),-5.4,8.4,2,-4,85,1.4,3.9,X, ,낮음
2021-01-13,청양(618),-5.8,9.7,1.1,-7.9,83,0.5,2.1,X, ,낮음
2021-01-13,음성(619),-9.8,8.2,0.5,-8.2,78,2.8,7.7,X, ,낮음
2021-01-13,증평(623),-8.2,8.6,1.8,-6.6,82,1.4,5.1,X, ,낮음
2021-01-13,태안(627),-4.8,7.6,2.8,-2.7,87,1.2,3.1,X, ,낮음
2021-01-13,예산(628),-4.1,9.7,3.7,-1.2,78,2.5,6.2,X, ,낮음
2021-01-13,아산(634),-5.2,10.3,3.4,-2.1,70,2.7,4.6,X, ,낮음
2021-01-13,계룡(636),-10.7,9.4,1,-9.4,79,1.7,5.5,X, ,낮음
2021-01-13,연천청산(652),-13.3,8,-1.4,-10.9,80,1.5,4.7,X, ,보통
2021-01-13,양양(670),-4.8,9.5,5.6,-3.2,56,2,5.5,X, ,낮음
2021-01-13,무안(699),-7.3,11.1,3.7,-3,81,2.7,6.4,X, ,낮음
2021-01-13,무주(701),-7.3,9.8,3.8,-4.8,63,1.7,4.4,X, ,낮음
2021-01-13,익산(702),-3,10.7,3.6,-3.6,79,0.9,2.9,X, ,낮음
2021-01-13,진안(703),-7.3,7.4,1.9,-5.6,73,2.2,4.7,X, ,낮음
2021-01-13,담양(706),-8.2,9.4,1.5,-5.6,86,1.3,2.7,X, ,낮음
2021-01-13,구례(709),-6.2,12.8,2.1,-5.2,73,0.8,3.8,X, ,낮음
2021-01-13,나주(710),-8.5,10.9,1.7,-5.2,86,1.6,4.9,X, ,낮음
2021-01-13,순천시(712),-4.1,12.6,3.5,-3.7,65,0.8,3.2,X, ,낮음
2021-01-13,광양읍(713),-5.6,12.9,3.7,-3.8,72,1.2,4,X, ,낮음
2021-01-13,장성(730),-7.8,10.3,0.2,-6.2,85,0.7,3.9,X, ,낮음
2021-01-13,영암(731),-6.6,12.2,2.9,-4.1,82,1.8,5.9,X, ,낮음
2021-01-13,보성(732),-7.9,11.8,0.8,-7.5,79,1,5.2,X, ,낮음
2021-01-13,완주(734),-7.8,11.1,3.4,-4.8,77,2,6.4,X, ,낮음
2021-01-13,김제(737),-4.7,9.9,5,0,63,4,5.8,X, ,낮음
2021-01-13,화순(741),-7.4,11.7,3.5,-3.4,71,1.4,5.8,X, ,낮음
2021-01-13,함평(754),-8.5,11.1,1.8,-4.5,89,1.8,4.4,X, ,낮음
2021-01-13,곡성(768),-8.1,11.9,1.6,-6.3,72,0.9,4.1,X, ,낮음
2021-01-13,압해도(789),-2.4,11.2,5.5,1,74,2.5,5.2,X, ,낮음
2021-01-13,영양(801),-10.2,8,2.2,-8,67,2.4,5.5,X, ,낮음
2021-01-13,성주(810),-10.1,11.4,0,-8.5,66,0.7,2.8,X, ,낮음
2021-01-13,고령(812),-8.7,11.6,2.3,-7.6,60,1.3,4.4,X, ,보통
2021-01-13,청도(813),-11.9,11.4,0.3,-9,64,1.5,5.1,X, ,낮음
2021-01-13,예천(815),-9.9,8.1,1.2,-7.6,68,0.5,2.2,X, ,낮음
2021-01-13,김천(822),-10,11.7,0.1,-8.6,69,1,4.2,X, ,낮음
2021-01-13,군위(823),-9.4,10.3,-0.2,-8.6,68,1.1,4.9,X, ,낮음
2021-01-13,칠곡(825),-7.8,11.6,2,-5.9,62,1.7,4.9,X, ,낮음
2021-01-13,경산(827),-7.2,11.9,3.3,-5.7,51,1.2,4.5,X, ,낮음
2021-01-13,삼척(876),-3.1,10,5.9,-1,42,1.7,4.6,X, ,낮음
2021-01-13,속초(90),-3.6,9.3,5.7,-0.8,41.4,2.4,6.4,X, ,낮음
2021-01-13,삼천포(907),-1.3,12,6.3,-0.5,61,1.4,4.6,X, ,낮음
2021-01-13,고성(918),-8.4,11.7,2.9,-6.2,69,1.8,6,X, ,낮음
2021-01-13,창녕(919),-8,12.1,1.4,-6.9,67,1,4.3,X, ,낮음
2021-01-13,함안(920),-11.2,11.7,1.4,-9.1,69,1.8,5.6,X, ,낮음
2021-01-13,북춘천(93),-7.3,5.5,-0.6,-6.2,88.3,0.8,2.8,X, ,보통
2021-01-13,하동(932),-5.8,12.2,3.2,-4.1,69,1.2,4.6,X, ,낮음
2021-01-13,철원(95),-12.9,6.5,-1.5,-12.1,80.9,1.6,4.8,X, ,보통
2021-01-13,동두천(98),-8,7.8,0.6,-6.2,86.1,1.5,5.7,X, ,보통
2021-01-13,파주(99),-13.3,7.6,-2.2,-11,84.1,1.1,4.8,X, ,낮음
2021-01-14,북강릉(104),-3.5,7.6,2.8,-2.1,42.5,0.9,2.2,X, ,낮음
2021-01-14,동해(106),-2.4,8,4.2,0.3,45,1.5,3.2,X, ,낮음
2021-01-14,서울(108),-7,7,1.7,-3.6,46.5,2.3,3.9,X, ,낮음
2021-01-14,인천(112),-7.2,7.1,2.4,-2.7,36.1,2.4,5.3,X, ,낮음
2021-01-14,원주(114),-4.5,7.4,1,-4.1,65.3,0.4,1.5,X, ,낮음
2021-01-14,울릉도(115),-3.1,7.5,4.1,2.5,61.3,3.7,9.3,X, ,낮음
2021-01-14,수원(119),-6.5,7.6,1.5,-5.3,54,1.5,4.3,X, ,낮음
2021-01-14,영월(121),-4.6,9.1,1.4,-3.4,57.8,0.7,3.4,X, ,낮음
2021-01-14,충주(127),-7.1,9,0,-5.2,65.6,0.9,2,X, ,보통
2021-01-14,서산(129),-7.2,8.5,1.7,-5.2,52.8,1.3,2.8,X, ,낮음
2021-01-14,울진(130),-5.7,9.5,4.4,-2.1,60.4,2.3,3.9,X, ,낮음
2021-01-14,청주(131),-2.9,9,3,-1.4,56.3,0.8,2.5,X, ,낮음
2021-01-14,대전(133),-3.9,11.7,3.3,-2.6,58.1,0.9,2.5,X, ,낮음
2021-01-14,추풍령(135),-5.7,9.7,3.1,-3.3,41.5,2,6.4,X, ,낮음
2021-01-14,안동(136),-3.6,10.3,3,-2.5,49.9,0.9,3,X, ,낮음
2021-01-14,상주(137),-3.4,9.8,3.2,-2.6,46.6,1.3,3.8,X, ,낮음
2021-01-14,포항(138),0.2,11.6,6.2,2.3,53.6,1.8,3.5,X, ,낮음
2021-01-14,군산(140),-2.7,10.8,3.6,-0.8,53.9,0.9,2.6,X, ,낮음
2021-01-14,대구(143),-4,12.9,4.4,-2.3,51.1,1.2,3.8,X, ,낮음
2021-01-14,전주(146),-2.9,12.8,5.5,0.2,67.1,0.9,2.4,X, ,낮음
2021-01-14,울산(152),-1.7,13.2,6.8,0.2,57.4,1.6,3.5,X, ,낮음
2021-01-14,창원(155),-0.5,12.7,6,0.4,56,0.9,3.2,X, ,낮음
2021-01-14,광주(156),-0.6,12.7,6.6,0.6,76.8,0.8,2.6,X, ,낮음
2021-01-14,부산(159),2.4,14.5,8.9,4.7,53.4,2.1,5.8,X, ,낮음
2021-01-14,통영(162),-0.9,14.5,7.7,2.3,65.1,1.4,3.3,X, ,낮음
2021-01-14,목포(165),-1.6,12.1,6.6,1.2,78.5,2.1,4.8,X, ,낮음
2021-01-14,여수(168),1.5,11.3,7.5,4.6,67.1,2.2,6.5,X, ,낮음
2021-01-14,흑산도(169),0.2,12.3,8.4,4.5,84.6,4.7,8.8,X, ,낮음
2021-01-14,완도(170),0.5,12.8,7.2,2.4,83.1,1.8,4.9,X, ,낮음
2021-01-14,고창(172),-6.8,12.4,5,-2.8,75.6,2.1,6.7,X, ,낮음
2021-01-14,제주(184),5.9,15.4,10.8,7.9,62.5,2.5,4.7,X, ,낮음
2021-01-14,진주(192),-6.7,13,3.3,-4.9,69.9,0.5,2.2,X, ,낮음
2021-01-14,양평(202),-6.9,7.1,0.1,-5.5,61.6,1,3.4,X, ,낮음
2021-01-14,이천(203),-7.9,7.1,0.3,-5.4,55.4,0.7,2.4,X, ,낮음
2021-01-14,인제(211),-8.6,6.4,-0.8,-6.8,53.4,0.9,3.1,X, ,보통
2021-01-14,홍천(212),-8.4,6.8,-1,-6.1,67.9,0.5,1.7,X, ,보통
2021-01-14,태백(216),-7.2,7.6,0,-5.5,50.6,0.8,3.5,X, ,낮음
2021-01-14,정선군(217),-7.6,7.4,-0.5,-5.8,55.8,0.8,2.4,X, ,낮음
2021-01-14,제천(221),-7.4,8,-0.8,-6.8,65.5,0.7,3.1,X, ,낮음
2021-01-14,보은(226),-5.8,10.9,1.3,-5.4,63.8,0.7,3.1,X, ,낮음
2021-01-14,천안(232),-7.6,9.4,1.1,-5.3,62.9,0.9,2.8,X, ,보통
2021-01-14,보령(235),-4.3,9.8,3.7,-2,56.5,1.1,3,X, ,낮음
2021-01-14,부여(236),-5.4,9.7,1.7,-3.7,62.8,1,3.3,X, ,낮음
2021-01-14,금산(238),-3.6,11.6,2.4,-3,68.9,0.6,1.7,X, ,낮음
2021-01-14,세종(239),-4.9,8.8,2.7,-2.9,49.6,0.9,3.1,X, ,낮음
2021-01-14,부안(243),-3.5,8.4,2.6,-2.8,85.8,0.7,2.4,X, ,낮음
2021-01-14,임실(244),-3.9,11.2,3.2,-2.5,76,0.7,2.4,X, ,낮음
2021-01-14,정읍(245),-1.5,8.5,3.7,0.4,78.5,0.8,2.9,X, ,낮음
2021-01-14,남원(247),-4.5,12.8,3.8,-2,73.4,1.5,3.8,X, ,낮음
2021-01-14,장수(248),-6.8,11.9,1.5,-4.6,74.6,0.6,2.7,X, ,낮음
2021-01-14,영광군(252),-4.1,12,4.6,-2.1,78.5,1.1,3.2,X, ,낮음
2021-01-14,김해시(253),-1.1,14.6,6.7,-0.2,56.3,1.5,3.6,X, ,낮음
2021-01-14,순창군(254),-6.5,12.6,3,-3,82.5,1,3.5,X, ,낮음
2021-01-14,양산시(257),-3.6,14.6,5.7,-1.8,66,1.3,2.8,X, ,낮음
2021-01-14,강진군(259),-5,13.5,4,-1.9,81.9,1.2,4.5,X, ,낮음
2021-01-14,장흥(260),-6,12.5,3.2,-3.7,82.8,1,4.2,X, ,낮음
2021-01-14,해남(261),-4.4,13.8,4.6,-4.3,80.9,1.1,3.6,X, ,낮음
2021-01-14,고흥(262),-3.4,13.4,4.4,-2.8,79.4,0.6,2.6,X, ,낮음
2021-01-14,의령군(263),-9,15.2,3.1,-4.6,63.3,1.1,3.5,X, ,낮음
2021-01-14,함양군(264),-5.8,13.2,2.9,-4,64.5,1.1,3.7,X, ,낮음
2021-01-14,진도군ASOS(268),-3,12.9,6.9,-1.2,84.3,1.4,3.9,X, ,낮음
2021-01-14,봉화(271),-9.6,8,-1.4,-7.7,62.3,0.9,2.8,X, ,낮음
2021-01-14,영주(272),-7.5,9.3,1.4,-3.4,49.5,2.4,7.1,X, ,낮음
2021-01-14,문경(273),-5.1,9.1,2.4,-3,41.6,1.8,5.4,X, ,낮음
2021-01-14,청송군(276),-7.4,11.2,1.6,-5.1,60,1.1,3.8,X, ,낮음
2021-01-14,영덕(277),-3.7,11.5,5.1,-0.3,59.1,2.2,4.4,X, ,낮음
2021-01-14,의성(278),-6.5,11.6,0.4,-6.2,59.5,0.3,1.3,X, ,낮음
2021-01-14,구미(279),-2,11.4,3.4,-1.6,46.5,0.6,1.8,X, ,낮음
2021-01-14,영천(281),-4.9,12.2,2.7,-4.2,58.5,0.9,2.7,X, ,낮음
2021-01-14,경주시(283),-8.8,14.2,2.3,-4.6,59.6,1.5,4.9,X, ,낮음
2021-01-14,거창(284),-4.7,12.2,3.1,-3.8,61,1.2,4.5,X, ,낮음
2021-01-14,합천(285),-5,12.8,2.7,-3.9,69.6,0.4,2,X, ,낮음
2021-01-14,밀양(288),-5.8,13.8,3,-5.1,59.4,0.3,1.8,X, ,낮음
2021-01-14,산청(289),-3.3,12.1,4.4,-2.4,60.8,1,2.9,X, ,낮음
2021-01-14,거제(294),2.2,12.6,7.1,1.8,65.5,0.7,2.8,X, ,낮음
2021-01-14,남해(295),-0.2,11.7,5.7,0.3,73.9,0.8,2.1,X, ,낮음
2021-01-14,부천(433),-5.3,7,1.5,-3.3,,0.5,2,X, ,낮음
2021-01-14,안양(434),-4.1,7.6,2.9,-2.2,,1.4,5.7,X, ,낮음
2021-01-14,광명(437),-3.5,7.2,2.9,-1.9,,0.9,2.6,X, ,낮음
2021-01-14,군포(438),-3.7,7.7,2.1,-2.5,,0.7,2.9,X, ,낮음
2021-01-14,김포(441),-7,6.5,-0.1,-5.4,,0.8,3.7,X, ,낮음
2021-01-14,하남(444),-4.9,6,-0.6,-5.7,,0.2,1.5,X, ,보통
2021-01-14,의왕(445),-6.3,6.2,0,-5.8,,0.6,2,X, ,보통
2021-01-14,포천(504),-11.7,7,-2.5,-8.8,67,0.8,2.5,X, ,보통
2021-01-14,가평조종(505),-9.9,5.6,-1.6,-7.7,57,1,3.1,X, ,보통
2021-01-14,안성(516),-8.3,9,0.4,-6,63,1,3.6,X, ,보통
2021-01-14,간성(517),-6.1,6.6,1.9,-2.9,37,1.8,3.5,X, ,낮음
2021-01-14,평창(526),-9.3,7.8,-1.2,-8,61,0.8,2.7,X, ,낮음
2021-01-14,의정부(532),-7.6,6.2,-0.7,-6.4,63,0.7,2.8,X, ,보통
2021-01-14,횡성(536),-8.5,7.6,-1,-6.9,74,0.7,1.9,X, ,보통
2021-01-14,고양(540),-7.1,7.9,-0.1,-6.9,49,0.8,3.6,X, ,낮음
2021-01-14,남양주(541),-8.5,7.4,-0.4,-5.7,61,0.8,2.2,X, ,보통
2021-01-14,안산(545),-8.5,8.6,-0.6,-8.7,62,0.6,2.6,X, ,낮음
2021-01-14,경기광주(546),-8.6,6.1,0.1,-6,51,1.4,3.9,X, ,낮음
2021-01-14,여주(548),-6.9,7.1,0.9,-4.7,54,0.8,2.6,X, ,보통
2021-01-14,용인(549),-6.7,7.2,0.3,-5.6,53,0.9,2.7,X, ,낮음
2021-01-14,오산(550),-6,7.3,0.7,-5.2,47,0.8,2.8,X, ,보통
2021-01-14,평택(551),-7.8,10.1,1.8,-4.5,55,1.3,2.7,X, ,낮음
2021-01-14,화천(555),-9.8,6,-3.2,-8.6,71,0.4,1.8,X, ,보통
2021-01-14,양구(556),-13.1,6,-3.8,-10.2,61,0.8,2.8,X, ,보통
2021-01-14,시흥(565),-10.6,8.8,-0.9,-8,64,0.8,2.1,X, ,낮음
2021-01-14,구리(569),-7.4,7.4,1,-5,47,1,2.4,X, ,낮음
2021-01-14,화성(571),-7,9,2.6,-4.2,39,1.2,3.5,X, ,낮음
2021-01-14,성남(572),-5.8,7,0.1,-5,51,0.5,2.6,X, ,낮음
2021-01-14,과천(590),-8.6,7.4,-0.4,-6.7,63,1,4,X, ,낮음
2021-01-14,양주(598),-11.7,7,-3.1,-9.7,67,0.7,4,X, ,보통
2021-01-14,단양(601),-4.8,9.6,1.4,-3.6,62,0.6,1.7,X, ,낮음
2021-01-14,진천(602),-8.9,9.3,0.3,-6.8,64,0.9,3.1,X, ,보통
2021-01-14,괴산(603),-7.2,11.1,-0.5,-6.6,70,0.5,1.7,X, ,보통
2021-01-14,옥천(604),-5.1,11.2,1.5,-4.9,61,0.6,2.1,X, ,낮음
2021-01-14,홍북(608),-8.6,7.4,2.6,-4,48,1.5,3.8,X, ,낮음
2021-01-14,공주(612),-8.6,8.7,0,-6.8,67,1,3.4,X, ,보통
2021-01-14,서천(614),-8.4,9.5,0.9,-6.2,66,1.2,3.8,X, ,낮음
2021-01-14,논산(615),-7.4,12.4,1.4,-5.5,66,1,3,X, ,낮음
2021-01-14,당진(616),-6.2,7.9,0.7,-5.5,59,0.9,3.2,X, ,낮음
2021-01-14,청양(618),-5.7,9.2,-0.4,-6.8,66,0.3,1.4,X, ,낮음
2021-01-14,음성(619),-9.9,8.5,-1.2,-7.7,68,1.5,4.4,X, ,보통
2021-01-14,증평(623),-6.2,10.3,1.6,-4.7,63,0.5,3.9,X, ,낮음
2021-01-14,태안(627),-4.3,7.9,3.5,-2.7,46,1.7,3.5,X, ,낮음
2021-01-14,예산(628),-6.2,9.5,2.3,-3.9,53,1.1,2.4,X, ,낮음
2021-01-14,아산(634),-6.2,9,1.5,-4,50,1.4,3.4,X, ,낮음
2021-01-14,계룡(636),-9.1,10.8,-0.5,-7.6,69,0.7,3.2,X, ,낮음
2021-01-14,연천청산(652),-10.9,6.3,-2.8,-9.3,70,0.6,2.2,X, ,보통
2021-01-14,양양(670),-3.8,8.4,2.7,-1.9,42,1.9,5.1,X, ,낮음
2021-01-14,무안(699),-5.3,12.1,6.1,-1.3,81,2,5.2,X, ,낮음
2021-01-14,무주(701),-5.2,11.2,1.8,-3,74,0.9,3.4,X, ,낮음
2021-01-14,익산(702),-4.5,10.9,3.7,-2.3,65,1.5,4.5,X, ,낮음
2021-01-14,진안(703),-5.4,11.3,2,-3.4,76,1.5,4,X, ,낮음
2021-01-14,담양(706),-5.3,13.2,3.4,-3.4,86,1.6,3.6,X, ,낮음
2021-01-14,구례(709),-4.6,14.4,3.7,-4.1,72,0.7,2.8,X, ,낮음
2021-01-14,나주(710),-5.3,12.9,3.3,-2.9,88,1.1,2.6,X, ,낮음
2021-01-14,순천시(712),-1.3,14.2,5.5,-1.3,67,0.6,2.7,X, ,낮음
2021-01-14,광양읍(713),-2.7,14.2,5.5,-1.7,69,0.9,2.5,X, ,낮음
2021-01-14,장성(730),-5.3,11.9,2.7,-2.3,87,0.9,2.6,X, ,낮음
2021-01-14,영암(731),-4.8,13.7,4.7,-2.4,86,1.1,3.4,X, ,낮음
2021-01-14,보성(732),-5.2,12,2.4,-4.7,84,0.7,3.1,X, ,낮음
2021-01-14,완주(734),-5.1,13.5,2.9,-2.9,74,0.9,2.8,X, ,낮음
2021-01-14,김제(737),-5.8,10.1,4.6,-1.5,61,2,3.7,X, ,낮음
2021-01-14,화순(741),-5.3,13.8,4.8,-2.2,74,1.1,3.4,X, ,낮음
2021-01-14,함평(754),-6.2,12.3,3.1,-3,,1.5,4.1,X, ,낮음
2021-01-14,곡성(768),-4.6,,,,,,,X, ,낮음
2021-01-14,압해도(789),-1.4,12,6,-0.1,82,2,4.4,X, ,낮음
2021-01-14,영양(801),-7.4,10.7,1.8,-5,64,1.2,3.3,X, ,낮음
2021-01-14,성주(810),-8.5,12.6,0.8,-7.3,56,0.6,3.1,X, ,낮음
2021-01-14,고령(812),-6.4,12.2,1.4,-6.1,61,0.4,1.5,X, ,낮음
2021-01-14,청도(813),-10,14.2,1.9,-7.1,58,1,3.4,X, ,낮음
2021-01-14,예천(815),-9.1,9.9,0.8,-5.8,52,0.5,2,X, ,낮음
2021-01-14,김천(822),-7.3,11.3,0,-6.4,61,0.7,3.2,X, ,낮음
2021-01-14,군위(823),-9.1,12.1,0.4,-6.4,64,0.7,1.9,X, ,낮음
2021-01-14,칠곡(825),-6.6,12.4,1.7,-4.8,59,0.7,2.7,X, ,낮음
2021-01-14,경산(827),-2.1,12.3,3.9,-2.3,48,0.6,1.8,X, ,낮음
2021-01-14,삼척(876),-2.7,9,4.1,-0.6,45,1.3,2.8,X, ,낮음
2021-01-14,속초(90),-3.2,6,2.8,-1.2,35.5,1.8,5,X, ,낮음
2021-01-14,삼천포(907),0,12.8,6.6,1.6,68,1.1,2.9,X, ,낮음
2021-01-14,고성(918),-6.2,14,3.5,-4.6,66,1,3.7,X, ,낮음
2021-01-14,창녕(919),-7.4,13.6,2.2,-5.7,64,0.5,2.3,X, ,낮음
2021-01-14,함안(920),-9.2,12.9,1.9,-6.6,67,1.1,3.2,X, ,낮음
2021-01-14,북춘천(93),-11.1,5.7,-3,-9.3,68.9,0.6,2.4,X, ,보통
2021-01-14,하동(932),-5.1,13.7,4.3,-3,67,0.6,2,X, ,낮음
2021-01-14,철원(95),-11.8,5.1,-3.2,-9.9,67.3,0.6,3.1,X, ,보통
2021-01-14,동두천(98),-10.3,6.8,-1,-6.9,59.3,0.7,2,X, ,보통
